日期,小时,广告计划,曝光量,点击量,转化数,归因转化数,消耗
D027,22,18975823,329,179,18,12,0.1592056693
D027,22,19129839,38,5,2,2,0.0106160815
D027,22,19530182,182,84,4,0,0.0465967837
D027,22,23852329,30,14,0,0,0.0229957534
D027,22,24378636,211,73,0,0,0.0241549302
D027,22,24389111,21,6,0,0,0.0050638440
D027,22,26091094,23,12,1,1,0.0191107307
D027,22,26998428,49,16,1,0,0.0117080578
D027,22,27118781,5,1,0,0,0.0004777665
D027,22,27321366,51,14,0,0,0.0069188184
D027,22,2828357,15,6,0,0,0.0059365459
D027,22,28351001,133,89,16,5,0.1054291016
D027,22,2865314,30,6,0,0,0.0052297074
D027,22,28739284,49,18,2,1,0.0204155441
D027,22,28795042,35,9,2,1,0.0066612035
D027,22,28896342,15,2,0,0,0.0064317385
D027,22,29427842,106,38,9,4,0.0557141123
D027,22,30368132,34,18,4,1,0.0406338112
D027,22,30491418,262,89,8,3,0.1421558577
D027,22,30535894,10,7,0,0,0.0043423309
D027,22,30801593,167,68,4,2,0.0078069476
D027,22,31772643,85,37,3,2,0.0121175188
D027,22,32323516,83,21,0,0,0.0215526112
D027,22,32368244,203,96,48,31,0.1364632483
D027,22,32452111,64,26,1,0,0.0095787673
D027,22,3892353,16,9,7,3,0.0185555124
D027,22,4869922,24,15,1,0,0.0511913033
D027,22,497593,135,59,2,2,0.0075076050
D027,22,5061834,97,34,5,0,0.0736484213
D027,22,6686701,339,116,5,2,0.1275792538
D027,22,6686704,56,26,0,0,0.0318130787
D027,22,6886817,26,12,1,0,0.0079056738
D027,22,7061828,85,23,3,1,0.0316694469
D027,22,7121544,44,18,2,1,0.0070465694
D027,22,9100693,173,72,33,23,0.0373252673
D027,23,10341182,133,66,13,8,0.0550779519
D027,23,10474106,15,5,4,1,0.0021715141
D027,23,12121528,13,3,1,0,0.0020774993
D027,23,12843318,29,12,2,1,0.0075472773
D027,23,13947795,12,2,1,0,0.0026021817
D027,23,14121532,18,7,0,0,0.0028488385
D027,23,14235907,9,4,2,1,0.0033305935
D027,23,14458654,8,6,2,2,0.0029239298
D027,23,14661605,17,10,0,0,0.0051025540
D027,23,15184511,63,20,7,5,0.0717272142
D027,23,15398570,104,40,6,3,0.0362180501
D027,23,15746419,2,2,0,0,0.0000439630
D027,23,16823030,9,2,0,0,0.0021218937
D027,23,17321082,16,5,0,0,0.0077705870
D027,23,17686799,117,42,2,2,0.0262134386
D027,23,18975823,190,108,4,3,0.0592398043
D027,23,19129839,16,4,1,1,0.0067761578
D027,23,19530182,93,39,1,1,0.0281948067
D027,23,23852329,12,8,0,0,0.0060819535
D027,23,24378636,99,26,1,0,0.0090711659
D027,23,24389111,6,1,0,0,0.0002224232
D027,23,26091094,12,2,0,0,0.0018793654
D027,23,26998428,13,5,0,0,0.0018923226
D027,23,27118781,6,0,0,0,0.0006526996
D027,23,27321366,21,9,1,0,0.0024145805
D027,23,2828357,10,2,0,0,0.0018759421
D027,23,28351001,64,37,5,1,0.0301920468
D027,23,2865314,20,6,0,0,0.0033373845
D027,23,28739284,21,12,1,1,0.0131811520
D027,23,28795042,9,3,0,0,0.0015403411
D027,23,28896342,3,1,0,0,0.0017712010
D027,23,29427842,40,11,0,0,0.0080012358
D027,23,30368132,13,5,1,1,0.0047036156
D027,23,30491418,97,37,2,1,0.0529431282
D027,23,30535894,6,2,0,0,0.0012988663
D027,23,30801593,75,35,3,0,0.0030747118
D027,23,31772643,33,19,1,0,0.0074287674
D027,23,32323516,55,16,0,0,0.0139797986
D027,23,32368244,88,37,18,14,0.0534523583
D027,23,32452111,20,6,2,1,0.0022278516
D027,23,3892353,10,5,1,1,0.0136756774
D027,23,4869922,18,7,2,2,0.0049044776
D027,23,497593,109,50,3,1,0.0064714145
D027,23,5061834,52,18,2,0,0.0216321344
D027,23,6686701,166,66,4,3,0.0693864177
D027,23,6686704,24,6,0,0,0.0064860484
D027,23,6886817,9,3,0,0,0.0013021847
D027,23,7061828,36,9,0,0,0.0091115628
D027,23,7121544,16,4,0,0,0.0015746780
D027,23,9100693,64,25,11,6,0.0064588272
D028,0,10341182,123,59,13,8,0.0649699671
D028,0,10474106,8,7,2,0,0.0094890291
D028,0,12121528,5,2,0,0,0.0026942941
D028,0,12843318,17,6,0,0,0.0056712756
D028,0,13947795,7,2,0,0,0.0024224441
D028,0,14121532,14,3,0,0,0.0040254914
D028,0,14235907,3,2,0,0,0.0017444632
D028,0,14458654,6,6,4,4,0.0092053177
D028,0,14661605,8,3,0,0,0.0014013536
D028,0,15184511,39,18,11,4,0.0254623708
D028,0,15398570,85,29,3,1,0.0374809662
D028,0,15746419,5,2,0,0,0.0103763145
D028,0,16823030,8,3,0,0,0.0030854114
D028,0,17321082,16,10,0,0,0.0090586144
D028,0,17686799,47,14,0,0,0.0100568724
D028,0,18975823,145,70,3,2,0.0528512295
D028,0,19129839,9,3,0,0,0.0012758255
D028,0,19530182,58,28,0,0,0.0242025771
D028,0,23852329,7,4,0,0,0.0056414692
D028,0,24378636,50,14,1,1,0.0246105330
D028,0,24389111,1,0,0,0,0.0004411765
D028,0,26091094,5,4,1,0,0.0014580054
D028,0,26998428,5,1,0,0,0.0002528364
D028,0,27118781,3,1,0,0,0.0003666456
D028,0,27321366,11,7,1,0,0.0032354067
D028,0,2828357,7,2,0,0,0.0011030185
D028,0,28351001,21,16,2,1,0.0068588137
D028,0,2865314,8,0,0,0,0.0009329630
D028,0,28739284,8,3,0,0,0.0017091632
D028,0,28795042,9,1,0,0,0.0083521842
D028,0,28896342,3,1,0,0,0.0009556133
D028,0,29427842,30,5,2,2,0.0116624559
D028,0,30368132,10,6,2,1,0.0094908689
D028,0,30491418,42,17,1,0,0.0284050771
D028,0,30535894,2,1,0,0,0.0001426218
D028,0,30801593,52,21,3,1,0.0045385624
D028,0,31772643,15,7,0,0,0.0022704565
D028,0,32323516,23,9,0,0,0.0045671706
D028,0,32368244,66,30,17,11,0.0470497892
D028,0,32452111,15,2,1,0,0.0014463767
D028,0,3892353,1,0,0,0,0.0004132353
D028,0,4869922,10,9,0,0,0.0156431093
D028,0,497593,92,49,0,0,0.0058670261
D028,0,5061834,14,5,2,0,0.0040930245
D028,0,6686701,49,19,0,0,0.0517267355
D028,0,6686704,15,2,1,1,0.0030773641
D028,0,6886817,12,4,2,1,0.0029458537
D028,0,7061828,36,19,1,0,0.0145641076
D028,0,7121544,20,7,0,0,0.0046624562
D028,0,9100693,35,14,6,5,0.0073246484
D028,1,10341182,154,65,25,17,0.0722556704
D028,1,10474106,5,4,1,0,0.0016908005
D028,1,12121528,7,0,0,0,0.0004946805
D028,1,12843318,10,4,0,0,0.0002887935
D028,1,13947795,13,3,0,0,0.0092960352
D028,1,14121532,5,2,1,1,0.0009134152
D028,1,14235907,1,0,0,0,0.0000675263
D028,1,14458654,2,0,0,0,0.0001582538
D028,1,14661605,8,3,0,0,0.0039133643
D028,1,15184511,20,6,1,1,0.0120779317
D028,1,15398570,143,56,4,2,0.0791140119
D028,1,15746419,5,3,0,0,0.0058782303
D028,1,16823030,6,4,1,1,0.0029145060
D028,1,17321082,5,2,0,0,0.0016316893
D028,1,17686799,47,19,0,0,0.0146288799
D028,1,18975823,128,55,6,5,0.0534779979
D028,1,19129839,3,1,0,0,0.0002419266
D028,1,19530182,40,16,0,0,0.0173708286
D028,1,23852329,2,1,0,0,0.0001458456
D028,1,24378636,51,11,0,0,0.0086354708
D028,1,24389111,5,2,0,0,0.0032608266
D028,1,26091094,3,2,0,0,0.0011020157
D028,1,26998428,4,1,0,0,0.0003113413
D028,1,27118781,6,2,0,0,0.0042935295
D028,1,27321366,11,3,0,0,0.0039546668
D028,1,2828357,5,1,0,0,0.0005584781
D028,1,28351001,30,23,4,2,0.0236700127
D028,1,2865314,13,2,0,0,0.0025340121
D028,1,28739284,3,1,0,0,0.0003486780
D028,1,28795042,4,1,0,0,0.0001284501
D028,1,28896342,4,1,0,0,0.0005817093
D028,1,29427842,17,7,1,0,0.0028185733
D028,1,30368132,4,3,0,0,0.0016742888
D028,1,30491418,34,16,3,0,0.0426472175
D028,1,30801593,28,11,0,0,0.0008460974
D028,1,31772643,9,4,0,0,0.0013733591
D028,1,32323516,26,10,0,0,0.0049480216
D028,1,32368244,37,15,5,2,0.0419646575
D028,1,32452111,5,2,0,0,0.0010423701
D028,1,3892353,2,0,0,0,0.0001687688
D028,1,4869922,4,1,0,0,0.0000910493
D028,1,497593,59,31,3,3,0.0025903144
D028,1,5061834,22,8,0,0,0.0116086715
D028,1,6686701,33,7,1,1,0.0149623570
D028,1,6686704,7,3,0,0,0.0013539798
D028,1,6886817,14,4,0,0,0.0034305406
D028,1,7061828,22,13,2,1,0.0082657027
D028,1,7121544,19,8,1,0,0.0023795117
D028,1,9100693,19,13,9,8,0.0041634657
D028,2,10341182,224,109,26,17,0.0731662769
D028,2,10474106,3,2,1,0,0.0003590430
D028,2,12121528,7,3,0,0,0.0030582057
D028,2,12843318,5,2,0,0,0.0061008961
D028,2,13947795,1,1,0,0,0.0004022165
D028,2,14121532,8,1,0,0,0.0042383795
D028,2,14235907,6,2,0,0,0.0014063047
D028,2,14661605,11,3,1,0,0.0025711139
D028,2,15184511,33,12,8,5,0.0201217630
D028,2,15398570,228,94,10,3,0.1106280459
D028,2,15746419,4,2,0,0,0.0057386259
D028,2,16823030,9,1,0,0,0.0017748261
D028,2,17321082,4,2,0,0,0.0009177853
D028,2,17686799,56,19,1,1,0.0383208215
D028,2,18975823,139,59,7,1,0.0671114344
D028,2,19129839,6,3,0,0,0.0015298866
D028,2,19530182,20,9,0,0,0.0064435000
D028,2,23852329,7,4,1,0,0.0013481711
D028,2,24378636,36,7,0,0,0.0086788944
D028,2,24389111,7,4,0,0,0.0039859793
D028,2,26091094,6,3,2,0,0.0112389260
D028,2,26998428,7,2,0,0,0.0016971566
D028,2,27118781,8,0,0,0,0.0024946084
D028,2,27321366,13,4,0,0,0.0013973880
D028,2,2828357,11,6,0,0,0.0146159138
D028,2,28351001,34,21,5,2,0.0127144005
D028,2,2865314,4,1,0,0,0.0004382123
D028,2,28739284,5,1,1,1,0.0011028625
D028,2,28795042,5,1,0,0,0.0006041136
D028,2,28896342,3,1,0,0,0.0014402713
D028,2,29427842,23,10,0,0,0.0116716452
D028,2,30368132,5,1,0,0,0.0006414362
D028,2,30491418,19,8,0,0,0.0102456240
D028,2,30535894,3,1,0,0,0.0001494117
D028,2,30801593,41,11,0,0,0.0012119212
D028,2,31772643,8,3,0,0,0.0015496034
D028,2,32323516,16,4,0,0,0.0027026034
D028,2,32368244,20,8,4,1,0.0131327459
D028,2,32452111,11,4,0,0,0.0046025309
D028,2,3892353,3,2,0,0,0.0014808823
D028,2,4869922,5,0,0,0,0.0003655612
D028,2,497593,39,20,1,1,0.0049124575
D028,2,5061834,28,9,1,0,0.0060594053
D028,2,6686701,35,20,2,1,0.0308666514
D028,2,6686704,6,1,0,0,0.0012588026
D028,2,6886817,18,8,2,1,0.0045796553
D028,2,7061828,24,7,0,0,0.0128987708
D028,2,7121544,25,12,0,0,0.0105594723
D028,2,9100693,11,5,2,0,0.0005966637
D028,3,10341182,376,173,44,23,0.1039069947
D028,3,10474106,6,4,2,0,0.0051544502
D028,3,12121528,7,3,2,2,0.0023118661
D028,3,12843318,17,5,0,0,0.0066335184
D028,3,13947795,16,11,0,0,0.0091600672
D028,3,14121532,19,5,2,1,0.0080524754
D028,3,14235907,8,2,1,1,0.0038618558
D028,3,14458654,3,1,0,0,0.0020972739
D028,3,14661605,10,1,0,0,0.0102812543
D028,3,15184511,59,14,4,2,0.0344562217
D028,3,15398570,356,119,20,10,0.1882246983
D028,3,15746419,15,7,0,0,0.0134279843
D028,3,16823030,13,3,0,0,0.0048155580
D028,3,17321082,7,3,0,0,0.0009753024
D028,3,17686799,91,39,3,2,0.0305588247
D028,3,18975823,260,116,9,4,0.1493518463
D028,3,19129839,15,5,3,3,0.0066135352
D028,3,19530182,20,7,0,0,0.0061951822
D028,3,23852329,20,7,0,0,0.0128822409
D028,3,24378636,43,12,0,0,0.0363268574
D028,3,24389111,18,9,0,0,0.0098327263
D028,3,26091094,5,1,0,0,0.0019823934
D028,3,26998428,18,3,0,0,0.0045386558
D028,3,27118781,20,7,2,1,0.0033742066
D028,3,27321366,17,9,0,0,0.0055505099
D028,3,2828357,13,4,0,0,0.0029688731
D028,3,28351001,27,16,0,0,0.0060552247
D028,3,2865314,8,5,0,0,0.0015314821
D028,3,28739284,12,4,1,1,0.0085709714
D028,3,28795042,39,6,2,2,0.0023554243
D028,3,28896342,6,1,0,0,0.0048337921
D028,3,29427842,64,18,5,2,0.0231829297
D028,3,30368132,24,6,0,0,0.0542573914
D028,3,30491418,26,11,0,0,0.0165415686
D028,3,30535894,12,7,1,1,0.0050725017
D028,3,30801593,66,26,4,3,0.0027809086
D028,3,31772643,24,10,1,0,0.0032941828
D028,3,32323516,20,2,0,0,0.0015816437
D028,3,32368244,29,14,2,1,0.0188158651
D028,3,32452111,27,13,0,0,0.0067679834
D028,3,3892353,5,2,0,0,0.0033009182
D028,3,4869922,15,7,1,1,0.0075479565
D028,3,497593,33,17,1,1,0.0027048612
D028,3,5061834,46,11,0,0,0.0229576668
D028,3,6686701,43,23,2,1,0.0253224960
D028,3,6686704,11,6,0,0,0.0058278028
D028,3,6886817,42,12,3,0,0.0141583919
D028,3,7061828,20,8,2,1,0.0062212961
D028,3,7121544,56,24,5,3,0.0141457092
D028,3,9100693,26,10,6,3,0.0073790183
D028,4,10341182,492,234,54,27,0.1657861887
D028,4,10474106,14,8,5,0,0.0063744305
D028,4,12121528,31,13,6,3,0.0242016854
D028,4,12843318,38,18,2,1,0.0090775450
D028,4,13947795,36,15,0,0,0.0160199321
D028,4,14121532,37,23,3,1,0.0185439819
D028,4,14235907,29,16,3,0,0.0191372341
D028,4,14458654,18,6,2,2,0.0071632007
D028,4,14661605,20,8,1,1,0.0074952388
D028,4,15184511,142,48,15,11,0.1099959748
D028,4,15398570,495,194,31,11,0.2920215017
D028,4,15746419,19,4,0,0,0.0155385055
D028,4,16823030,39,13,1,1,0.0106426840
D028,4,17321082,35,15,3,1,0.0089221385
D028,4,17686799,197,61,5,4,0.0672879835
D028,4,18975823,254,106,10,6,0.0803781108
D028,4,19129839,46,14,0,0,0.0201432793
D028,4,19530182,35,19,0,0,0.0205277735
D028,4,23852329,25,9,1,1,0.0160174855
D028,4,24378636,66,27,0,0,0.0093531629
D028,4,24389111,22,4,1,0,0.0192013050
D028,4,26091094,24,13,5,3,0.0191253284
D028,4,26998428,42,19,1,1,0.0126684230
D028,4,27118781,33,14,2,2,0.0147265690
D028,4,27321366,53,18,2,0,0.0097776395
D028,4,2828357,43,15,0,0,0.0159933124
D028,4,28351001,90,56,5,0,0.0656332475
D028,4,2865314,49,14,4,2,0.0327907686
D028,4,28739284,30,8,1,1,0.0146666451
D028,4,28795042,75,26,0,0,0.0143410246
D028,4,28896342,13,5,0,0,0.0154174972
D028,4,29427842,171,57,8,4,0.0795957035
D028,4,30368132,43,14,3,2,0.0247109877
D028,4,30491418,47,19,2,1,0.0160905907
D028,4,30535894,37,17,1,1,0.0132397298
D028,4,30801593,181,68,9,4,0.0073227349
D028,4,31772643,60,23,1,1,0.0197664674
D028,4,32323516,54,18,1,0,0.0153960645
D028,4,32368244,57,34,14,4,0.0783433954
D028,4,32452111,49,14,2,0,0.0100709797
D028,4,3892353,15,7,0,0,0.0160686086
D028,4,4869922,52,26,3,3,0.0187453890
D028,4,497593,48,22,1,0,0.0040568654
D028,4,5061834,125,33,6,1,0.0445904620
D028,4,6686701,137,59,3,2,0.0708773805
D028,4,6686704,36,15,2,1,0.0136820222
D028,4,6886817,57,19,4,1,0.0185256668
D028,4,7061828,84,17,0,0,0.0421991369
D028,4,7121544,100,49,5,4,0.0402738308
D028,4,9100693,40,15,10,9,0.0091947248
D028,5,10341182,754,367,81,39,0.2246076367
D028,5,10474106,40,21,3,0,0.0240191663
D028,5,12121528,66,31,6,5,0.0432987777
D028,5,12843318,49,28,0,0,0.0171203218
D028,5,13947795,45,14,1,1,0.0288812847
D028,5,14121532,110,46,12,7,0.0929115539
D028,5,14235907,51,29,5,4,0.0362362035
D028,5,14458654,23,11,6,5,0.0226241675
D028,5,14661605,54,18,2,2,0.0267632094
D028,5,15184511,241,83,32,18,0.1722903729
D028,5,15398570,635,248,36,17,0.3866845835
D028,5,15746419,69,27,6,4,0.0484775145
D028,5,16823030,81,31,6,2,0.0281337804
D028,5,17321082,53,21,4,3,0.0158978582
D028,5,17686799,369,118,6,1,0.0977519738
D028,5,18975823,331,143,18,12,0.2025229842
D028,5,19129839,74,17,3,3,0.0283373706
D028,5,19530182,89,41,1,1,0.0302147199
D028,5,23852329,61,24,1,1,0.0471218737
D028,5,24378636,127,37,1,1,0.0170947651
D028,5,24389111,49,16,1,0,0.0193977863
D028,5,26091094,27,7,2,0,0.0105465159
D028,5,26998428,75,28,6,2,0.0333540506
D028,5,27118781,116,45,13,11,0.0327857800
D028,5,27321366,92,33,0,0,0.0274769041
D028,5,2828357,94,31,4,1,0.0443798605
D028,5,28351001,173,115,24,8,0.1049176374
D028,5,2865314,58,11,3,1,0.0280901904
D028,5,28739284,43,13,1,0,0.0254011207
D028,5,28795042,182,60,13,5,0.0538090661
D028,5,28896342,18,5,0,0,0.0071211958
D028,5,29427842,242,86,8,4,0.1473099884
D028,5,30368132,100,47,4,1,0.1261950037
D028,5,30491418,70,25,6,2,0.0282045027
D028,5,30535894,66,30,5,4,0.0217165197
D028,5,30801593,453,171,24,11,0.0238698910
D028,5,31772643,186,97,13,6,0.0555553631
D028,5,32323516,95,31,3,0,0.0213239860
D028,5,32368244,85,45,21,14,0.0761214045
D028,5,32452111,147,53,6,5,0.0611311762
D028,5,3892353,21,10,2,2,0.0180795041
D028,5,4869922,56,18,3,3,0.0148319534
D028,5,497593,58,28,0,0,0.0039237445
D028,5,5061834,289,91,17,2,0.1392223422
D028,5,6686701,388,162,9,4,0.1807049862
D028,5,6686704,36,17,2,1,0.0255687715
D028,5,6886817,113,51,9,1,0.0683866156
D028,5,7061828,122,34,6,4,0.0392422960
D028,5,7121544,111,42,3,3,0.0442107890
D028,5,9100693,73,29,20,17,0.0190348464
D028,6,10341182,847,400,101,44,0.2365686469
D028,6,10474106,40,25,5,0,0.0210250219
D028,6,12121528,100,41,8,3,0.0701624115
D028,6,12843318,40,16,0,0,0.0108524830
D028,6,13947795,66,16,0,0,0.0240889708
D028,6,14121532,111,47,16,5,0.0917612967
D028,6,14235907,70,36,6,2,0.1293786075
D028,6,14458654,51,36,25,17,0.0448240452
D028,6,14661605,67,24,5,2,0.0513221606
D028,6,15184511,341,118,58,23,0.2670202578
D028,6,15398570,732,273,39,15,0.4309237969
D028,6,15746419,118,57,2,0,0.0853015738
D028,6,16823030,126,42,7,2,0.0542890529
D028,6,17321082,84,35,4,4,0.0219112375
D028,6,17686799,570,162,14,7,0.1706091870
D028,6,18975823,345,144,19,12,0.1783516231
D028,6,19129839,90,28,1,1,0.0547392931
D028,6,19530182,122,62,1,0,0.0607578787
D028,6,23852329,78,29,3,1,0.0471111754
D028,6,24378636,160,46,2,2,0.0296195545
D028,6,24389111,79,20,1,1,0.0276561469
D028,6,26091094,42,10,2,2,0.0250602588
D028,6,26998428,99,32,4,1,0.0338296453
D028,6,27118781,120,44,16,13,0.0343009246
D028,6,27321366,149,62,5,2,0.0375214066
D028,6,2828357,117,44,0,0,0.0455139465
D028,6,28351001,313,201,32,10,0.1354633651
D028,6,2865314,102,24,3,0,0.0673770102
D028,6,28739284,82,36,7,3,0.0633195494
D028,6,28795042,227,58,7,6,0.0381317648
D028,6,28896342,50,19,3,1,0.0270028278
D028,6,29427842,343,119,24,10,0.1684098154
D028,6,30368132,140,54,10,7,0.0949473804
D028,6,30491418,174,64,8,4,0.1318096811
D028,6,30535894,74,42,4,3,0.0204889032
D028,6,30801593,576,208,34,17,0.0307667720
D028,6,31772643,279,143,15,8,0.0722445616
D028,6,32323516,128,34,0,0,0.0322337957
D028,6,32368244,126,63,26,12,0.1392175006
D028,6,32452111,239,68,12,3,0.0406225919
D028,6,3892353,33,12,2,2,0.0374455071
D028,6,4869922,51,24,3,2,0.0183732174
D028,6,497593,113,43,1,0,0.0065297074
D028,6,5061834,364,100,14,5,0.1768042545
D028,6,6686701,523,203,22,15,0.2941946039
D028,6,6686704,70,22,0,0,0.0266526905
D028,6,6886817,134,66,7,1,0.0535518135
D028,6,7061828,159,46,5,0,0.0485525979
D028,6,7121544,168,75,5,5,0.0428707258
D028,6,9100693,78,23,11,8,0.0095897565
D028,7,10341182,886,404,104,49,0.3035645945
D028,7,10474106,48,32,13,5,0.0178680521
D028,7,12121528,120,51,13,4,0.0582575067
D028,7,12843318,52,20,3,2,0.0137304826
D028,7,13947795,81,21,0,0,0.0292503376
D028,7,14121532,187,78,16,4,0.0851334145
D028,7,14235907,86,34,10,3,0.1135617364
D028,7,14458654,53,35,12,12,0.0176354773
D028,7,14661605,81,30,5,5,0.0399301211
D028,7,15184511,408,146,47,21,0.2295523848
D028,7,15398570,801,284,42,17,0.4509734059
D028,7,15746419,127,48,3,0,0.0722028252
D028,7,16823030,166,62,15,5,0.0368062267
D028,7,17321082,126,48,7,6,0.0521827146
D028,7,17686799,630,198,11,8,0.1502145590
D028,7,18975823,402,178,18,15,0.1922960476
D028,7,19129839,103,28,4,2,0.0401933301
D028,7,19530182,179,90,2,2,0.0937233185
D028,7,23852329,89,27,5,1,0.0635338380
D028,7,24378636,209,60,5,5,0.0415717276
D028,7,24389111,105,30,4,2,0.0305181122
D028,7,26091094,53,17,2,1,0.0252628073
D028,7,26998428,105,36,4,1,0.0317925174
D028,7,27118781,130,43,12,11,0.0401436084
D028,7,27321366,150,60,6,2,0.0327843330
D028,7,2828357,190,67,2,1,0.0815591564
D028,7,28351001,343,230,42,12,0.2064601041
D028,7,2865314,120,21,3,1,0.0443677939
D028,7,28739284,85,31,3,0,0.0487577025
D028,7,28795042,213,66,10,6,0.0317702082
D028,7,28896342,77,38,5,1,0.0569414975
D028,7,29427842,351,103,22,16,0.2163685944
D028,7,30368132,201,76,9,2,0.1516124431
D028,7,30491418,231,83,11,6,0.1745423544
D028,7,30535894,79,38,7,7,0.0253591837
D028,7,30801593,619,220,35,14,0.0324186955
D028,7,31772643,320,156,23,17,0.0795731871
D028,7,32323516,131,30,0,0,0.0229994461
D028,7,32368244,180,106,51,27,0.2520157653
D028,7,32452111,248,84,8,4,0.0497098056
D028,7,3892353,38,17,4,2,0.0345903605
D028,7,4869922,53,19,2,2,0.0199185108
D028,7,497593,169,81,3,2,0.0069308026
D028,7,5061834,515,136,21,3,0.2272742586
D028,7,6686701,715,261,30,16,0.3862143522
D028,7,6686704,83,42,6,6,0.0366996652
D028,7,6886817,136,57,3,0,0.0317467132
D028,7,7061828,206,70,11,5,0.0917453669
D028,7,7121544,192,97,17,5,0.0806061916
D028,7,9100693,121,50,33,26,0.0215807987
D028,8,10341182,834,397,90,45,0.2427363237
D028,8,10474106,50,30,11,1,0.0252005471
D028,8,12121528,106,42,13,4,0.0981048538
D028,8,12843318,66,28,4,4,0.0345827805
D028,8,13947795,105,37,2,2,0.0459432014
D028,8,14121532,187,85,15,5,0.1459715254
D028,8,14235907,96,41,9,4,0.0710845079
D028,8,14458654,35,23,3,3,0.0127679895
D028,8,14661605,87,28,6,4,0.0433017851
D028,8,15184511,481,175,94,47,0.3557466900
D028,8,15398570,832,283,50,22,0.3628586513
D028,8,15746419,128,52,11,8,0.0858825995
D028,8,16823030,148,54,5,0,0.0321501570
D028,8,17321082,128,63,14,10,0.0892092895
D028,8,17686799,652,203,10,7,0.1821831338
D028,8,18975823,376,153,25,14,0.2013305288
D028,8,19129839,105,33,8,3,0.0303420251
D028,8,19530182,241,119,2,2,0.1187777135
D028,8,23852329,84,24,3,2,0.0350673456
D028,8,24378636,278,78,7,7,0.0558887248
D028,8,24389111,92,29,1,0,0.0332066337
D028,8,26091094,64,21,5,1,0.0684082021
D028,8,26998428,105,38,3,1,0.0295587852
D028,8,27118781,117,39,15,15,0.0418190550
D028,8,27321366,181,64,4,2,0.0494084213
D028,8,2828357,129,30,0,0,0.0468701923
D028,8,28351001,345,213,26,5,0.1487303665
D028,8,2865314,74,18,2,1,0.0360792137
D028,8,28739284,93,33,5,1,0.0786721897
D028,8,28795042,210,58,10,3,0.0430386827
D028,8,28896342,45,18,2,0,0.0344740540
D028,8,29427842,359,113,18,5,0.1778239409
D028,8,30368132,150,40,6,5,0.1336050485
D028,8,30491418,306,131,18,9,0.2782019647
D028,8,30535894,74,40,5,5,0.0178144569
D028,8,30801593,644,256,47,24,0.0428879018
D028,8,31772643,258,130,23,19,0.0640698672
D028,8,32323516,165,30,1,0,0.0315543129
D028,8,32368244,274,167,94,48,0.3661516039
D028,8,32452111,222,84,16,8,0.0413583556
D028,8,3892353,40,21,2,0,0.0344507960
D028,8,4869922,46,27,10,8,0.0291771847
D028,8,497593,225,99,4,3,0.0133513604
D028,8,5061834,465,107,12,3,0.2015391690
D028,8,6686701,795,298,36,25,0.4078237563
D028,8,6686704,87,31,3,2,0.0297801073
D028,8,6886817,137,69,15,7,0.0520308398
D028,8,7061828,204,65,19,11,0.0905326875
D028,8,7121544,186,72,5,2,0.0632073407
D028,8,9100693,128,47,25,20,0.0248942362
D028,9,10341182,958,444,112,60,0.3105190124
D028,9,10474106,62,38,9,1,0.0234158609
D028,9,12121528,111,39,9,5,0.0636946184
D028,9,12843318,61,27,1,1,0.0110364190
D028,9,13947795,86,19,2,1,0.0334981952
D028,9,14121532,193,85,17,8,0.1210810831
D028,9,14235907,96,31,9,4,0.1083552829
D028,9,14458654,58,30,7,7,0.0302631665
D028,9,14661605,106,36,10,4,0.0481418896
D028,9,15184511,420,148,74,28,0.3115955984
D028,9,15398570,822,276,41,12,0.2996867602
D028,9,15746419,111,38,1,1,0.0836478222
D028,9,16823030,143,48,7,1,0.0456413857
D028,9,17321082,141,50,10,4,0.0576962488
D028,9,17686799,622,202,14,11,0.1383663298
D028,9,18975823,461,240,22,15,0.1921428468
D028,9,19129839,97,30,3,3,0.0309905192
D028,9,19530182,203,107,1,1,0.0837351891
D028,9,23852329,72,27,2,1,0.0617813331
D028,9,24378636,312,104,4,3,0.0574585973
D028,9,24389111,121,31,5,2,0.0344626148
D028,9,26091094,39,13,2,1,0.0264349171
D028,9,26998428,138,31,4,0,0.0467877503
D028,9,27118781,94,28,7,6,0.0354970291
D028,9,27321366,140,49,4,1,0.0287982969
D028,9,2828357,128,33,1,0,0.0455082949
D028,9,28351001,380,249,48,16,0.2260892242
D028,9,28739284,90,30,1,0,0.0742850906
D028,9,28795042,250,54,10,4,0.0440471025
D028,9,28896342,65,20,2,1,0.0267484033
D028,9,29427842,375,125,34,23,0.2231741900
D028,9,30368132,163,61,6,6,0.1135935184
D028,9,30491418,335,114,15,12,0.2519144588
D028,9,30535894,61,29,2,2,0.0142053463
D028,9,30801593,510,206,33,11,0.0283785815
D028,9,31772643,289,148,22,17,0.0684825282
D028,9,32323516,194,46,0,0,0.0500900437
D028,9,32368244,302,158,77,39,0.3286313868
D028,9,32452111,229,75,9,7,0.0309289499
D028,9,3892353,32,14,1,1,0.0214429285
D028,9,4869922,66,38,17,13,0.0431252484
D028,9,497593,257,102,4,1,0.0125630123
D028,9,5061834,458,113,2,1,0.1782342641
D028,9,6686701,766,275,19,12,0.3533098443
D028,9,6686704,111,33,2,2,0.0403087245
D028,9,6886817,158,75,10,4,0.0497901358
D028,9,7061828,207,68,17,12,0.0784312481
D028,9,7121544,191,78,6,2,0.0584495851
D028,9,9100693,119,57,37,27,0.0308408053
